timestamp,icao24,callsign,lat,lon,baroaltitude_ft,groundspeed_kts,heading_deg,vertical_rate_fpm,onground
1747753400,A4D5E6,JBU567,42.3656,-71.0346,0,0,225.468225808403,0,1
1747753405,A1B2C3,DAL1234,42.2854143204663,-71.1681639943575,6278.48971611718,431.051515459676,227.101846455402,4322.7003008024,0
1747753405,A4D5E6,JBU567,42.3656,-71.0346,0,0,223.135373467239,0,1
1747753410,A1B2C3,DAL1234,42.2807015474447,-71.1745264097354,6684.95246882894,407.735179615294,228.203778037823,4877.55303254107,0
1747753410,A4D5E6,JBU567,42.3656,-71.0346,0,0,224.847240907686,0,1
1747753415,A1B2C3,DAL1234,42.2759894647073,-71.1808862034982,7003.18686448095,415.385662270685,230.295073198876,3818.81274782412,0
1747753415,A4D5E6,JBU567,42.3656,-71.0346,0,0,225.095422163964,0,1
1747753420,A1B2C3,DAL1234,42.2712781103656,-71.1872433782254,7401.59392866262,433.299165526321,227.8561131945,4780.8847701801,0
1747753420,A4D5E6,JBU567,42.3656,-71.0346,7.4472279862786,0,222.984508062839,89.3667358353432,1
1747753425,A1B2C3,DAL1234,42.2665675224921,-71.1935979366345,7808.50716535291,402.753736261904,231.643088607275,4882.9588402835,0
1747753425,A4D5E6,JBU567,42.3656,-71.0346,83.7011484637534,0,225.824038064586,915.047045729698,1
1747753430,A1B2C3,DAL1234,42.2618577391192,-71.1999498815818,8119.2593057378,412.142546419415,232.337689751136,3729.02568461871,0
1747753430,A4D5E6,JBU567,42.3656,-71.0346,0,0,226.323507030942,-1004.41378156504,1
1747753435,A1B2C3,DAL1234,42.2571487982364,-71.2062992160616,8605.69970762979,403.013513336829,230.422997141862,5837.28482270383,0
1747753435,A4D5E6,JBU567,42.3656,-71.0346,0,0,225.148699665052,0,1
1747753440,A1B2C3,DAL1234,42.2524407377889,-71.2126459432062,8848.42261546903,428.026795216227,231.87467632726,2912.67489407085,0
1747753440,A4D5E6,JBU567,42.3656,-71.0346,27.7229993672041,0,224.381824528282,332.675992406449,1
1747753445,A1B2C3,DAL1234,42.2477335956751,-71.2189900662859,9287.95543214507,411.027272042448,225.742160528226,5274.39380011245,0
1747753445,A4D5E6,JBU567,42.3656,-71.0346,27.1805287052933,0,227.650482829217,-6.50964794292906,1
1747753450,A1B2C3,DAL1234,42.2430274097452,-71.2253315887087,9617.60594994315,404.641163535871,227.096880750698,3955.80621357702,0
1747753450,A4D5E6,JBU567,42.3656,-71.0346,0,0,227.307082796129,-326.16634446352,1
1747753455,A1B2C3,DAL1234,42.2383222177984,-71.2316705140202,9987.04526485864,422.764190370125,232.057613302408,4433.27177898583,0
1747753455,A4D5E6,JBU567,42.3656,-71.0346,33.5977936781065,0,226.126953072999,403.173524137277,1
1747753460,A1B2C3,DAL1234,42.2336180575816,-71.2380068459031,10394.9657821162,424.950823423537,234.2114951866,4895.04620709116,0
1747753460,A4D5E6,JBU567,42.3656,-71.0346,0,0,224.396901877237,-403.173524137277,1
1747753465,A1B2C3,DAL1234,42.2289149667871,-71.2443405881775,10743.3023345834,422.815461663745,228.033381862522,4180.03862960571,0
1747753465,A4D5E6,JBU567,42.3656,-71.0346,98.5756943652738,0,223.77019789648,1182.90833238329,1
1747753470,A1B2C3,DAL1234,42.2242129830506,-71.2506717448004,11099.4135200113,418.388894597991,232.906518504454,4273.33422513479,0
1747753470,A4D5E6,JBU567,42.3656,-71.0346,0,0,219.320700891755,-1182.90833238329,1
1747753475,A1B2C3,DAL1234,42.2195121439493,-71.2570003198655,11389.4419994251,433.594529677103,226.115566346467,3480.34175296631,0
1747753475,A4D5E6,JBU567,42.3656,-71.0346,16.2943089246535,0,220.033443924702,195.531707095842,1
1747753480,A1B2C3,DAL1234,42.2148124869998,-71.2633263176031,11896.1112750077,409.468292756885,227.148396909976,6080.03130699053,0
1747753480,A4D5E6,JBU567,42.3656,-71.0346,0,0,228.74935342966,-195.531707095842,1
1747753485,A1B2C3,DAL1234,42.2101140496563,-71.2696497423796,12226.8146334564,417.840908157503,226.508655080906,3968.44030138442,0
1747753485,A4D5E6,JBU567,42.3656,-71.0346,2.72912633907865,0,225.202812821612,32.7495160689438,1
1747753490,A1B2C3,DAL1234,42.2054168693083,-71.2759705986976,12631.7880512622,412.530705176326,228.719815248141,4859.68101366932,0
1747753490,A4D5E6,JBU567,42.3656,-71.0346,0,0,224.628101780919,-32.7495160689438,1
1747753495,A1B2C3,DAL1234,42.200720983279,-71.2822888911957,13032.2762703219,421.269509541495,229.450760411876,4805.85862871738,0
1747753495,A4D5E6,JBU567,42.3656,-71.0346,0,0,222.990846299798,0,1
1747753500,A1B2C3,DAL1234,42.1960264288231,-71.2886046246478,13385.5943582599,408.326590896247,232.61708062211,4239.81705525528,0
1747753500,A4D5E6,JBU567,42.3656,-71.0346,0,0,228.166017909145,0,1
1747753505,A1B2C3,DAL1234,42.1913332431249,-71.2949178039633,13663.4417060057,412.264181219476,229.187762777278,3334.16817294931,0
1747753505,A4D5E6,JBU567,42.3612449577589,-71.0410079037556,453.188794380723,431.036539990256,222.734645347718,5438.26553256868,0
1747753510,A1B2C3,DAL1234,42.1866414632962,-71.3012284341867,14039.3865092699,435.304108369463,226.636592862148,4511.33763917068,0
1747753510,A4D5E6,JBU567,42.3568899347471,-71.0474144854278,857.414694550121,459.035672588191,226.396549539022,4850.71080203277,0
1747753515,A1B2C3,DAL1234,42.1819511263747,-71.3075365204971,14459.6170668206,416.946195837991,229.157328862343,5042.76669060842,0
1747753515,A4D5E6,JBU567,42.3525349501927,-71.0538197451214,1306.13154077338,443.893332496748,226.297747234251,5384.60215467911,0
1747753520,A1B2C3,DAL1234,42.1772622693215,-71.3138420682084,14751.7516766325,419.991526881883,227.030251462269,3505.6153177429,0
1747753520,A4D5E6,JBU567,42.3481800233221,-71.0602236830113,1732.62794568016,443.291768521374,226.753585311737,5117.95685888136,0
1747753525,A1B2C3,DAL1234,42.1725749290196,-71.3201450827686,15225.7897578443,431.831548807641,227.996186956875,5688.45697454162,0
1747753525,A4D5E6,JBU567,42.3438251733584,-71.0666262993421,2204.58666533679,439.577141354505,228.121889315523,5663.50463587956,0
1747753530,A1B2C3,DAL1234,42.1678891422718,-71.3264455697596,15619.9936263859,413.75155653067,228.929456677212,4730.44642249993,0
1747753530,A4D5E6,JBU567,42.3394704195206,-71.0730275944284,2697.76683197089,469.835845746032,226.633763919325,5918.16199960918,0
1747753535,A1B2C3,DAL1234,42.1632049457987,-71.3327435348973,15989.6933879897,412.708977578724,229.444164729658,4436.39713924543,0
1747753535,A4D5E6,JBU567,42.3351157810229,-71.0794275686547,3031.01443361935,444.618428480633,226.987011595856,3998.9712197816,0
1747753540,A1B2C3,DAL1234,42.1585223762367,-71.3390389840305,16291.2090299653,422.043266429786,227.084518824736,3618.18770370707,0
1747753540,A4D5E6,JBU567,42.330761277073,-71.0858262224753,3463.82805094986,456.31160199161,226.294588583066,5193.76340796601,0
1747753545,A1B2C3,DAL1234,42.1538414701363,-71.3453319231414,16744.2538969194,408.942410590966,228.806971340059,5436.53840344859,0
1747753545,A4D5E6,JBU567,42.3264069268718,-71.0922235564143,3907.10072979245,451.155877437765,229.677672642277,5319.27214611112,0
1747753550,A1B2C3,DAL1234,42.1491622639601,-71.3516223583449,16978.1300619728,400.689968146075,226.035693131177,2806.51398064136,0
1747753550,A4D5E6,JBU567,42.322052749612,-71.0986195710657,4323.91375908713,449.385763702735,225.510409841617,5001.75635153613,0
1747753555,A1B2C3,DAL1234,42.1444847940806,-71.3579102958881,17396.9039837395,424.696819249031,229.404689924783,5025.28706119988,0
1747753555,A4D5E6,JBU567,42.3176987644771,-71.1050142670931,4738.79840806846,458.812993547044,226.158514168704,4978.61578777606,0
1747753560,3C6589,AAL890,42.3656,-71.0096,0,0,225.695726339571,0,1
1747753560,A1B2C3,DAL1234,42.1398090967785,-71.3641957421504,17775.0059981822,414.066419164643,227.840425514002,4537.22417331308,0
1747753560,A4D5E6,JBU567,42.3133449906404,-71.1114076452301,5167.38864569702,445.061732004233,230.620971750686,5143.08285154268,0
1747753565,3C6589,AAL890,42.3656,-71.0096,62.5562435132354,0,224.703023429213,750.674922158825,1
1747753565,A1B2C3,DAL1234,42.135135208241,-71.3704787036429,18200.2859975647,395.322046278756,224.291531768982,5103.35999258929,0
1747753565,A4D5E6,JBU567,42.3089914472641,-71.1177997062797,5623.17329868783,445.60583327012,229.831710997372,5469.4158358897,0
1747753570,3C6589,AAL890,42.3656,-71.0096,0,0,223.863098901131,-750.674922158825,1
1747753570,A1B2C3,DAL1234,42.1304631645593,-71.3767591870082,18516.5704173956,418.021558608523,228.279335608168,3795.41303797167,0
1747753570,A4D5E6,JBU567,42.3046381534983,-71.1241904511148,6011.59215243081,447.439794535411,229.229339031274,4661.02624491573,0
1747753575,3C6589,AAL890,42.3656,-71.0096,0,0,224.078068163661,0,1
1747753575,A1B2C3,DAL1234,42.1257930017272,-71.3830371990197,18820.6876697532,422.759510023123,226.173331993698,3649.40702829014,0
1747753575,A4D5E6,JBU567,42.3002851284796,-71.1305798806778,6510.29570269444,452.734695165805,223.451829722379,5984.44260316357,0
1747753580,3C6589,AAL890,42.3656,-71.0096,32.6195118632391,0,227.049498897748,391.43414235887,1
1747753580,A1B2C3,DAL1234,42.1211247556391,-71.3893127465817,19235.1305865745,430.281247842435,225.389865037106,4973.31500185638,0
1747753580,A4D5E6,JBU567,42.2959323913308,-71.1369679959806,6949.75798234922,460.912661606395,232.277937117679,5273.54735585738,0
1747753585,3C6589,AAL890,42.3656,-71.0096,22.4105341381179,0,224.24743033085,-122.507732701455,1
1747753585,A1B2C3,DAL1234,42.116458462088,-71.3955858367288,19605.7349207483,420.232661934005,225.691231030328,4447.25201008569,0
1747753585,A4D5E6,JBU567,42.2915799611591,-71.1433547981047,7374.55278636433,450.912847096508,232.189329719624,5097.53764818134,0
1747753590,3C6589,AAL890,42.3656,-71.0096,0,0,225.580705581278,-268.926409657415,1
1747753590,A1B2C3,DAL1234,42.1117941567635,-71.4018564766256,19957.6085087634,403.090382960299,229.66500736247,4222.48305618063,0
1747753590,A4D5E6,JBU567,42.2872278570557,-71.149740288201,7791.73903832221,456.922499636185,228.319068783662,5006.2350234946,0
1747753595,3C6589,AAL890,42.3656,-71.0096,0,0,222.103214734381,0,1
1747753595,A1B2C3,DAL1234,42.1071318752502,-71.4081246735661,20275.9455161166,427.741629076034,226.181442122282,3820.04408823869,0
1747753595,A4D5E6,JBU567,42.2828760980944,-71.1561244674899,8105.08053286612,442.446666431962,228.063463054866,3760.09793452691,0
1747753600,3C6589,AAL890,42.3656,-71.0096,0,0,230.364346622278,0,1
1747753600,A1B2C3,DAL1234,42.1024716530257,-71.4143904349736,20731.2242300163,407.934926517806,229.744747687644,5463.34456679632,0
1747753600,A4D5E6,JBU567,42.2785247033309,-71.1625073372608,8560.5197523818,449.463085283193,227.301739758011,5465.27063418812,0
1747753605,3C6589,AAL890,42.3656,-71.0096,0,0,225.904887160049,0,1
1747753605,A1B2C3,DAL1234,42.0978135254586,-71.4206537684004,21102.933688656,426.924058443567,225.812331359578,4460.51350367675,0
1747753605,A4D5E6,JBU567,42.2741736918016,-71.1688888988728,9037.98696870109,462.870048823888,230.045848283451,5729.60659583152,0
1747753610,3C6589,AAL890,42.3656,-71.0096,48.7612259717486,0,227.224456776767,585.134711660983,1
1747753610,A1B2C3,DAL1234,42.0931575278066,-71.4269146815269,21546.9303894899,414.42433323128,225.688384693525,5327.96041000668,0
1747753610,A4D5E6,JBU567,42.2698230825225,-71.1752691537539,9516.38495854503,465.294980809503,226.970101706209,5740.77587812723,0
1747753615,3C6589,AAL890,42.3656,-71.0096,0,0,225.250015430882,-585.134711660983,1
1747753615,A1B2C3,DAL1234,42.0885036952152,-71.4331731821616,21895.3613684678,435.384516056156,227.586997764834,4181.17174773414,0
1747753615,A4D5E6,JBU567,42.2654728944886,-71.1816481034012,9895.49763912412,436.408315373405,228.588102621416,4549.3521669491,0
1747753620,3C6589,AAL890,42.3656,-71.0096,42.8573906333741,0,224.353517853788,514.288687600489,1
1747753620,A1B2C3,DAL1234,42.0838520627148,-71.4394292782407,22223.9985858068,426.154234890299,226.503529934321,3943.64660806875,0
1747753620,A4D5E6,JBU567,42.2611231466722,-71.1880257493809,10320.2860448683,444.016615179142,232.578934367786,5097.46086892958,0
1747753625,3C6589,AAL890,42.3656,-71.0096,23.2451796060748,0,224.535158254692,-235.346532327591,1
1747753625,A1B2C3,DAL1234,42.07920266522,-71.4456829778274,22584.10520102,420.06320843001,228.341106419112,4321.27938255802,0
1747753625,A4D5E6,JBU567,42.2567738580228,-71.1944020933281,10937.1834967496,447.0584764022,229.686829063203,7402.76942257651,0
1747753630,3C6589,AAL890,42.3656,-71.0096,0,0,226.308329351195,-278.942155272898,1
1747753630,A1B2C3,DAL1234,42.0745555375268,-71.4519342891117,23005.6782820254,417.072672140028,222.771075305983,5058.87697206486,0
1747753630,A4D5E6,JBU567,42.2524250474652,-71.200777136947,11170.2118219592,444.908304924,229.794756850233,2796.33990251496,0
1747753635,3C6589,AAL890,42.3656,-71.0096,65.958411586782,0,225.048260878458,791.500939041384,1
1747753635,A1B2C3,DAL1234,42.0699107143114,-71.45818322041,23371.8746645927,421.218046085555,227.960942222736,4394.35659080718,0
1747753635,A4D5E6,JBU567,42.2480767338992,-71.2071508820101,11668.0113645373,441.35951087851,228.412353191694,5973.59451093682,0
1747753640,3C6589,AAL890,42.3656,-71.0096,0,0,227.363828530588,-791.500939041384,1
1747753640,A1B2C3,DAL1234,42.0652682301281,-71.4644297801643,23745.8769406603,428.27816825123,227.026036672085,4488.02731281181,0
1747753640,A4D5E6,JBU567,42.2437289361982,-71.213523330359,12134.5935974434,436.967373122393,224.372030323262,5598.98679487289,0
1747753645,3C6589,AAL890,42.3656,-71.0096,40.4671091877385,0,224.141507343193,485.605310252862,1
1747753645,A1B2C3,DAL1234,42.0606281194074,-71.4706739769424,24034.041549275,421.629719188217,223.423814436338,3457.97530337659,0
1747753645,A4D5E6,JBU567,42.2393816732084,-71.2198944839036,12525.8585716673,448.757341022442,227.028765709846,4695.17969068714,0
1747753650,3C6589,AAL890,42.3656,-71.0096,0,0,227.636375324072,-485.605310252862,1
1747753650,A1B2C3,DAL1234,42.0559904164543,-71.4769158194367,24047.1409782551,425.670433139503,224.297860797038,157.193147760918,0
1747753650,A4D5E6,JBU567,42.2350349637475,-71.2262643446224,12933.716818744,440.83533477843,227.696030237732,4894.29896492101,0
1747753655,3C6589,AAL890,42.3656,-71.0096,0,0,223.793369240162,0,1
1747753655,A1B2C3,DAL1234,42.0513551554465,-71.4831553164643,23939.3375833392,397.685845162557,225.707003251121,-1293.64073899084,0
1747753655,A4D5E6,JBU567,42.2306888266043,-71.2326329145624,13396.5857945117,461.828587990514,232.231333521244,5554.42770921201,0
1747753660,3C6589,AAL890,42.3656,-71.0096,77.4126683057111,0,223.633900149974,928.952019668533,1
1747753660,A1B2C3,DAL1234,42.0467223704326,-71.4893924769664,24050.3708302713,418.285344817009,223.03031249124,1332.39896318559,0
1747753660,A4D5E6,JBU567,42.226343280537,-71.2390001958386,13734.7267454138,426.824346017501,232.100510724707,4057.69141082506,0
1747753665,3C6589,AAL890,42.3656,-71.0096,0,0,222.482767348785,-928.952019668533,1
1747753665,A1B2C3,DAL1234,42.0420920953303,-71.4956273100076,23976.1827704653,427.23858046945,227.240360107801,-890.256717672062,0
1747753665,A4D5E6,JBU567,42.2219983442726,-71.2453661906342,14293.0843717968,467.615247249208,231.640347275566,6700.29151659596,0
1747753670,3C6589,AAL890,42.3656,-71.0096,27.7578079281201,0,222.487867665885,333.093695137442,1
1747753670,A1B2C3,DAL1234,42.0374643639243,-71.5018598247757,23997.7096035511,416.925511212955,224.739919638454,258.321997029358,0
1747753670,A4D5E6,JBU567,42.217654036506,-71.2517309012007,14837.1320153375,439.300959225224,233.314454009888,6528.57172248914,0
1747753675,3C6589,AAL890,42.3656,-71.0096,0,0,226.687178421928,-333.093695137442,1
1747753675,A1B2C3,DAL1234,42.0328392098651,-71.5080900305809,24040.5864700946,427.949001523988,224.246418004614,514.522398522153,0
1747753675,A4D5E6,JBU567,42.2133103758987,-71.2580943298571,15050.938822632,464.132173024401,226.698285465741,2565.68168753342,0
1747753680,3C6589,AAL890,42.3656,-71.0096,0,0,227.577762184029,0,1
1747753680,A1B2C3,DAL1234,42.0282166666667,-71.5143179368559,24049.6355218562,421.147492603763,222.860153606184,108.588621139395,0
1747753680,A4D5E6,JBU567,42.2089673810782,-71.2644564789906,15565.1047623694,456.736808121315,225.844177806162,6169.9912768487,0
1747753685,3C6589,AAL890,42.3616085648148,-71.0160085648148,398.039355710066,455.784660546205,226.745667399048,4776.47226852079,0
1747753685,A1B2C3,DAL1234,42.023596767705,-71.5205435531546,23925.0533212863,409.865131106994,223.123683571633,-1494.98640683877,0
1747753685,A4D5E6,JBU567,42.2046250706365,-71.2708173510557,16034.2322159758,472.877179992467,231.008578731603,5629.5294432764,0
1747753690,3C6589,AAL890,42.3576171296296,-71.0224171296296,938.85913609271,437.107515390714,223.780966018084,6489.83736459173,0
1747753690,A1B2C3,DAL1234,42.0189795462163,-71.5267668891523,24028.5633773003,427.135839101123,221.45754179525,1242.12067216763,0
1747753690,A4D5E6,JBU567,42.2002834631296,-71.2771769485748,16463.0955701732,449.055732222434,228.248074916329,5146.36025036908,0
1747753695,3C6589,AAL890,42.3536256944444,-71.0288256944444,1171.33655715431,429.247862542518,223.842853588535,2789.72905273915,0
1747753695,A1B2C3,DAL1234,42.0143650352951,-71.5329879546448,23934.1572614684,418.062041434265,222.248036882588,-1132.87338998247,0
1747753695,A4D5E6,JBU567,42.1959425770762,-71.2835352741374,16778.0390379149,442.831960181992,233.875043324791,3779.32161290094,0
1747753700,3C6589,AAL890,42.3496342592593,-71.0352342592593,1609.68004872778,445.151772284264,225.542869515833,5260.12189888175,0
1747753700,A1B2C3,DAL1234,42.0097532678925,-71.5392067595478,23978.6344379889,421.380799181773,223.992940357826,533.726118245089,0
1747753700,A4D5E6,JBU567,42.191602430957,-71.2898923304005,17243.8883765799,455.020155551457,229.56528368203,5590.19206397935,0
1747753705,3C6589,AAL890,42.3456428240741,-71.0416428240741,2041.473246454,436.422433301176,227.009813009855,5181.51837271459,0
1747753705,A1B2C3,DAL1234,42.0051442768146,-71.5454233138968,24046.7628092155,425.044325630068,223.707171693236,817.540454719172,0
1747753705,A4D5E6,JBU567,42.1872630432135,-71.296248120088,17709.2301037915,443.100715699292,229.163309666923,5584.10072653918,0
1747753710,3C6589,AAL890,42.3416513888889,-71.0480513888889,2389.29583376375,421.169647141152,223.536484779187,4173.87104771703,0
1747753710,A1B2C3,DAL1234,42.0005380947209,-71.5516376278462,23980.039708587,436.00167705025,220.064459657415,-800.67720754139,0
1747753710,A4D5E6,JBU567,42.182924432247,-71.3026026459909,18061.4342853509,448.291116966617,228.468098556126,4226.45017871287,0
1747753715,3C6589,AAL890,42.3376599537037,-71.0544599537037,2797.19584530497,429.206048861043,226.841016561111,4894.8001384946,0
1747753715,A1B2C3,DAL1234,41.9959347541219,-71.5578497116689,24019.9522390065,410.354870590862,219.921141845267,478.95036503431,0
1747753715,A4D5E6,JBU567,42.1785866164178,-71.3089559109672,18664.235442429,450.615547982534,228.86614304952,7233.61388493761,0
1747753720,3C6589,AAL890,42.3336685185185,-71.0608685185185,3324.08653248644,421.577743786053,225.989042262686,6322.68824617769,0
1747753720,A1B2C3,DAL1234,41.9913342873781,-71.5640595757558,24012.5295160601,426.385927536656,218.445931168869,-89.0726753569033,0
1747753720,A4D5E6,JBU567,42.1742496140443,-71.3153079179412,19017.0046648021,432.889765406963,229.541665075476,4233.23066847741,0
1747753725,3C6589,AAL890,42.3296770833333,-71.0672770833333,3614.4477832662,453.975045309573,228.356932861058,3484.33500935707,0
1747753725,A1B2C3,DAL1234,41.986736726698,-71.5702672306151,24065.6765252785,422.532183314257,221.102825444512,637.764110620439,0
1747753725,A4D5E6,JBU567,42.1699134434015,-71.3216586699041,19399.6851147286,459.254611733974,225.493690218136,4592.16539911724,0
1747753730,3C6589,AAL890,42.3256856481482,-71.0736856481482,4041.64930015573,430.481419442604,228.362294629785,5126.41820267431,0
1747753730,A1B2C3,DAL1234,41.9821421041365,-71.5764726868719,24040.7069329108,414.850064040523,224.196071757812,-299.635108412913,0
1747753730,A4D5E6,JBU567,42.1655781227208,-71.3280081699132,19931.6743688317,448.029553355332,229.88232557022,6383.8710492376,0
1747753735,3C6589,AAL890,42.321694212963,-71.080094212963,4457.67234361159,434.980828462702,226.928032529927,4992.27652147031,0
1747753735,A1B2C3,DAL1234,41.9775504515928,-71.5826759552675,23953.0010641291,414.220480767305,219.900060020222,-1052.47042537993,0
1747753735,A4D5E6,JBU567,42.1612436701884,-71.3343564210922,20235.8696965692,450.761315552188,231.046196480808,3650.34393284965,0
1747753740,3C6589,AAL890,42.3177027777778,-71.0865027777778,4833.23267476541,443.432390939274,227.073082207365,4506.72397384591,0
1747753740,A1B2C3,DAL1234,41.9729618008093,-71.5888770466589,23989.2008187391,453.23592082028,220.835612699657,434.39705531986,0
1747753740,A4D5E6,JBU567,42.1569101039448,-71.3407034266308,20742.9010402224,455.664611853852,231.686599460687,6084.37612383872,0
1747753740,A78901,UAL456,42.3656,-70.9846,2.24214049977628,0,225.496393805968,0,1
1747753745,3C6589,AAL890,42.3137113425926,-71.0929113425926,5192.77595527168,438.352071724467,229.395225640792,4314.5193660752,0
1747753745,A1B2C3,DAL1234,41.9683761833697,-71.5950759720184,23989.9262876531,421.21064906471,220.895546300769,8.70562696777051,0
1747753745,A4D5E6,JBU567,42.1525774420835,-71.3470491897844,21173.3412591142,465.358874324348,228.95931222685,5165.2826267022,0
1747753745,A78901,UAL456,42.3656,-70.9846,0,0,222.663817834039,-26.9056859973154,1
1747753750,3C6589,AAL890,42.3097199074074,-71.0993199074074,5621.2678030401,426.014023828785,230.443464186924,5141.90217322106,0
1747753750,A1B2C3,DAL1234,41.9637936306971,-71.6012727424326,23954.3417106958,418.371786067858,223.068431744638,-427.01492348763,0
1747753750,A4D5E6,JBU567,42.14824570265,-71.3533937138745,21550.2507307081,439.111707772402,228.827271581551,4522.91365912631,0
1747753750,A78901,UAL456,42.3656,-70.9846,0,0,225.053227056664,0,1
1747753755,3C6589,AAL890,42.3057284722222,-71.1057284722222,5966.098521712,423.645065868877,228.37355146892,4137.9686240628,0
1747753755,A1B2C3,DAL1234,41.9592141740525,-71.6074673691023,24009.1182858186,428.452618869107,218.860584363553,657.318901473816,0
